,SOQL Query
374,"SELECT BillingPhoneNumber,ShippingCountry FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
375,"SELECT Quantity,Status FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
376,"SELECT Business_Unit__c,CompanyName,Business_Unit__c FROM User"
377,SELECT ContactId FROM Case
378,"SELECT Id,BillingCountry FROM Order ORDER BY GrandTotalAmount NULLS LAST"
379,"SELECT LeadSource,Id FROM Lead ORDER BY Name DESC NULLS LAST"
380,"SELECT AboutMe,FirstName FROM User ORDER BY Department DESC"
381,SELECT TotalAmount FROM Order GROUP BY BillingState
382,"SELECT NumberOfEmployees,Email,NumberOfEmployees FROM Lead"
383,SELECT Name FROM User GROUP BY Country
384,"SELECT Id,ClosedDate FROM Case GROUP BY Status"
385,"SELECT LastName,LeadSource FROM Contact ORDER BY LastName DESC"
386,"SELECT Status,OwnerId FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
387,"SELECT AccountId,ShippingCity FROM Order GROUP BY Type"
388,"SELECT EndDate,Description FROM Order ORDER BY Name DESC"
389,"SELECT NumberOfEmployees,Description FROM Account ORDER BY Name DESC"
390,SELECT Business_Unit__c FROM User GROUP BY Country
391,"SELECT Rating,State FROM Lead GROUP BY Status"
392,"SELECT IsConverted,Id FROM Lead GROUP BY State"
393,"SELECT NumberOfEmployees,Ownership FROM Account ORDER BY AnnualRevenue NULLS LAST"
394,"SELECT AccountId,AboutMe FROM User ORDER BY LastName NULLS LAST"
395,"SELECT Name,MiddleName FROM Lead ORDER BY Rating DESC NULLS LAST"
396,"SELECT ShippingCountry,Description FROM Order GROUP BY Type"
397,"SELECT Ownership,AccountNumber FROM Account ORDER BY NumberOfEmployees"
398,"SELECT ContactId,Description FROM Asset ORDER BY Price DESC NULLS LAST"
399,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY Name DESC"
400,"SELECT Type,Id FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
401,"SELECT Company,MobilePhone FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
402,"SELECT LastName,LeadSource FROM Contact ORDER BY LastName NULLS LAST"
403,"SELECT Id,Phone FROM Lead ORDER BY LastName"
404,"SELECT Email,Description FROM Contact ORDER BY Name DESC NULLS LAST"
405,"SELECT IsPersonAccount,Ownership FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
406,"SELECT AccountId,Title FROM User ORDER BY LastName DESC"
407,"SELECT HasOpenActivity,IsClosed FROM Opportunity ORDER BY Name DESC NULLS LAST"
408,"SELECT JobProfile__c,Email FROM User ORDER BY Department DESC"
409,SELECT EmployeeNumber FROM User GROUP BY Division
410,"SELECT LastName,FirstName FROM Contact ORDER BY LastName"
411,"SELECT ShippingCountry,BillingState FROM Order ORDER BY Name NULLS LAST"
412,"SELECT MobilePhone,Email FROM Lead ORDER BY LastName DESC"
413,"SELECT State,MiddleName FROM User ORDER BY FirstName DESC"
414,"SELECT LeadSource,StageName FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
415,"SELECT ContactPhone,ContactEmail FROM Case GROUP BY Type"
416,"SELECT Status,Id FROM Case"
417,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
418,"SELECT Rating,NumberOfEmployees FROM Lead GROUP BY Status"
419,"SELECT Name,OwnerId FROM Opportunity ORDER BY Name DESC NULLS LAST"
420,"SELECT Status,BillingCountry FROM Order GROUP BY BillingCity"
421,"SELECT ContactId,Name FROM Opportunity ORDER BY Amount DESC"
422,"SELECT Price,AssetLevel FROM Asset ORDER BY Name DESC"
423,"SELECT Id,Probability FROM Opportunity ORDER BY Name NULLS LAST"
424,"SELECT BillingCity,Description FROM Account GROUP BY BillingCity"
425,"SELECT Company,LastName FROM Lead GROUP BY Status"
426,"SELECT IsClosed,StageName FROM Opportunity ORDER BY LeadSource"
427,"SELECT CaseNumber,IsClosed FROM Case ORDER BY ClosedDate"
428,"SELECT MiddleName,Description FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
429,"SELECT ContactId,Id FROM Opportunity ORDER BY LeadSource DESC"
430,"SELECT IsPersonAccount,BillingPostalCode FROM Account GROUP BY Type"
431,"SELECT AccountId,Probability FROM Opportunity ORDER BY Name"
432,"SELECT AboutMe,Division FROM User GROUP BY Department"
433,"SELECT Phone,Name,Phone FROM Account"
434,"SELECT AccountId,Title FROM User GROUP BY Division"
435,"SELECT MobilePhone,Email FROM Lead ORDER BY Name DESC"
436,"SELECT BillingCountry,TotalAmount FROM Order ORDER BY GrandTotalAmount DESC"
437,SELECT AccountId FROM User GROUP BY Division
438,"SELECT Rating,NumberOfEmployees FROM Lead ORDER BY LastName DESC"
439,"SELECT AccountId,Description FROM Asset ORDER BY Quantity NULLS LAST LIMIT 1"
440,"SELECT Price,SerialNumber FROM Asset ORDER BY Name DESC"
441,"SELECT Department,UserType FROM User GROUP BY Department"
442,"SELECT BillingStreet,AccountNumber FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
443,"SELECT Id,Name FROM User ORDER BY FirstName"
444,"SELECT MiddleName,LastName FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
445,"SELECT Description,Status FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
446,SELECT ShippingCountry FROM Order GROUP BY BillingState
447,"SELECT Email,Phone FROM Contact ORDER BY LastName DESC"
448,"SELECT City,MiddleName FROM User GROUP BY State"
449,"SELECT LastName,LeadSource FROM Contact ORDER BY FirstName DESC"
450,"SELECT BillingCountry,Name FROM Order GROUP BY Type"
451,SELECT City FROM User GROUP BY Business_Unit__c
452,"SELECT Division,Username FROM User ORDER BY FirstName NULLS LAST"
453,"SELECT IsPersonAccount,BillingCity FROM Account"
454,"SELECT Id,Country FROM User ORDER BY FirstName"
455,"SELECT ShippingState,BillingCity FROM Order ORDER BY OrderedDate NULLS LAST"
456,"SELECT IsPublic,Keywords FROM Document ORDER BY Name DESC NULLS LAST"
457,"SELECT FirstName,Name FROM Contact ORDER BY Name DESC NULLS LAST"
458,"SELECT NextStep,OwnerId FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
459,"SELECT AnnualRevenue,Description FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
460,"SELECT ClosedDate,ContactId FROM Case GROUP BY Status"
461,"SELECT Id,Description FROM Case ORDER BY ClosedDate DESC NULLS LAST"
462,SELECT Username FROM User GROUP BY City
463,"SELECT ContentType,Description FROM Document"
464,"SELECT Probability,StageName FROM Opportunity ORDER BY Name"
465,"SELECT LastName,Id FROM Lead ORDER BY NumberOfEmployees DESC"
466,"SELECT Country,EmployeeNumber FROM User ORDER BY Department"
467,SELECT SerialNumber FROM Asset GROUP BY AssetLevel
468,"SELECT AccountId,Name FROM Contact ORDER BY FirstName DESC NULLS LAST"
469,"SELECT GrandTotalAmount,Status FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
470,"SELECT Ownership,Id FROM Account ORDER BY Name DESC NULLS LAST"
471,"SELECT AccountId,TotalAmount FROM Order ORDER BY Name"
472,"SELECT JobProfile__c,CompanyName FROM User ORDER BY LastName DESC"
473,"SELECT Email,City FROM User ORDER BY Name"
474,"SELECT BillingPhoneNumber,ShippingCountry FROM Order GROUP BY Status"
475,"SELECT Status,Country FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
476,"SELECT Id,Rating FROM Lead GROUP BY IsConverted"
477,SELECT Description FROM Asset
478,"SELECT ManagerId,JobProfile__c FROM User ORDER BY Name DESC"
479,"SELECT IsClosed,FiscalQuarter FROM Opportunity ORDER BY Amount"
480,"SELECT SerialNumber,Status FROM Asset ORDER BY SerialNumber DESC"
481,SELECT UserType FROM User GROUP BY Department
482,SELECT Username FROM User GROUP BY Business_Unit__c
483,"SELECT AboutMe,FirstName FROM User GROUP BY Department"
484,"SELECT Name,MiddleName FROM Lead ORDER BY LeadSource NULLS LAST"
485,"SELECT MobilePhone,Email FROM Lead GROUP BY Rating"
486,"SELECT Phone,Description FROM Lead ORDER BY LeadSource"
487,"SELECT Name,FirstName FROM User ORDER BY FirstName"
488,"SELECT Email,Division FROM User ORDER BY Name NULLS LAST"
489,"SELECT IsPersonAccount,Industry FROM Account ORDER BY NumberOfEmployees"
490,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY Name DESC NULLS LAST"
491,"SELECT ShippingState,BillingCity FROM Order GROUP BY Status"
492,"SELECT ContentType,Description FROM Document ORDER BY Name DESC NULLS LAST"
493,"SELECT BillingCountry,TotalAmount FROM Order GROUP BY BillingState"
494,"SELECT Price,Quantity FROM Asset GROUP BY AssetLevel"
495,"SELECT JobProfile__c,CompanyName FROM User GROUP BY City"
496,"SELECT AnnualRevenue,Id FROM Account ORDER BY AnnualRevenue"
497,"SELECT Description,OwnerId,Description FROM Case"
498,"SELECT ContentType,Keywords FROM Document GROUP BY Type"
499,"SELECT AssetLevel,Description FROM Asset ORDER BY Name NULLS LAST"
500,"SELECT Industry,AccountNumber FROM Account GROUP BY BillingState"
501,"SELECT Price,Quantity FROM Asset ORDER BY Quantity DESC NULLS LAST"
502,"SELECT IsClosed,Description FROM Opportunity ORDER BY Probability NULLS LAST"
503,"SELECT MobilePhone,Email FROM Lead ORDER BY LeadSource NULLS LAST"
504,"SELECT Name,BillingCity FROM Order ORDER BY Name NULLS LAST"
505,"SELECT BillingStreet,BillingCountry FROM Account ORDER BY Name"
506,"SELECT AccountId,ShippingCountry FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
507,"SELECT HasOpenActivity,ContactId FROM Opportunity"
508,"SELECT Company,LastName FROM Lead ORDER BY LeadSource NULLS LAST"
509,"SELECT Type,Name,Type FROM Account"
510,"SELECT LastName,Status FROM Lead ORDER BY LeadSource DESC"
511,SELECT IsConverted FROM Lead GROUP BY IsConverted
512,"SELECT AccountId,ContactId FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
513,"SELECT AccountId,NextStep FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
514,"SELECT AssetLevel,Name FROM Asset ORDER BY Price DESC NULLS LAST"
515,"SELECT ShippingCity,EndDate FROM Order GROUP BY BillingCity"
516,"SELECT Name,IsPersonAccount,Name FROM Account"
517,"SELECT AnnualRevenue,Description FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
518,"SELECT BillingCountry,OwnerId FROM Order ORDER BY TotalAmount"
519,"SELECT Type,LeadSource FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
520,SELECT Rating FROM Lead GROUP BY City
521,"SELECT LastName,LeadSource FROM Contact ORDER BY LeadSource"
522,"SELECT OrderedDate,Id FROM Order ORDER BY Name NULLS LAST"
523,"SELECT Name,LeadSource FROM Contact ORDER BY Name"
524,SELECT ManagerId FROM User GROUP BY State
525,"SELECT State,Rating FROM Lead GROUP BY IsConverted"
526,"SELECT Name,Website FROM Account ORDER BY Name NULLS LAST"
527,"SELECT Type,Name,Type FROM Order"
528,"SELECT Description,ContactId FROM Opportunity ORDER BY Name DESC"
529,"SELECT Id,Rating FROM Lead ORDER BY Rating"
530,"SELECT Company,MobilePhone FROM Lead ORDER BY LeadSource DESC"
531,"SELECT AccountId,Description FROM Contact ORDER BY Department NULLS LAST"
532,"SELECT ShippingState,BillingState,ShippingState FROM Order"
533,"SELECT TotalAmount,Status FROM Order GROUP BY Type"
534,"SELECT Email,Division FROM User ORDER BY Department DESC"
535,"SELECT Email,Company FROM Lead GROUP BY Rating"
536,"SELECT Id,Rating FROM Lead GROUP BY State"
537,"SELECT Email,LastName FROM Contact ORDER BY FirstName DESC NULLS LAST"
538,"SELECT BillingCountry,Name FROM Order ORDER BY GrandTotalAmount DESC"
539,"SELECT LeadSource,Email FROM Contact ORDER BY LastName"
540,SELECT UserType FROM User GROUP BY State
541,"SELECT LeadSource,ContactId FROM Opportunity ORDER BY Probability"
542,"SELECT Status,SerialNumber FROM Asset ORDER BY Name"
543,"SELECT BillingCountry,OwnerId FROM Order GROUP BY Type"
544,"SELECT Department,IsActive FROM User GROUP BY JobProfile__c"
545,SELECT Name FROM Lead GROUP BY Rating
546,"SELECT BillingCountry,AccountId FROM Order ORDER BY GrandTotalAmount"
547,"SELECT BillingPostalCode,BillingStreet FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
548,"SELECT Division,MiddleName FROM User ORDER BY LastName DESC"
549,"SELECT BillingPostalCode,BillingState FROM Account ORDER BY Name DESC"
550,"SELECT Status,OwnerId FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
551,"SELECT BillingCountry,OwnerId FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
552,"SELECT BillingPhoneNumber,Id FROM Order GROUP BY BillingState"
553,"SELECT LeadSource,Department FROM Contact ORDER BY Department NULLS LAST"
554,"SELECT ContentType,AuthorId FROM Document ORDER BY Name DESC NULLS LAST"
555,"SELECT State,MobilePhone FROM Lead GROUP BY Country"
556,"SELECT ContactId,FiscalYear,ContactId FROM Opportunity"
557,"SELECT OrderedDate,Id FROM Order GROUP BY Type"
558,"SELECT Phone,BillingState FROM Account ORDER BY AnnualRevenue"
559,"SELECT JobFamily__c,Division FROM User ORDER BY FirstName NULLS LAST"
560,"SELECT LastName,MiddleName FROM Lead GROUP BY City"
561,"SELECT Id,Company FROM Lead ORDER BY LeadSource DESC NULLS LAST"
562,"SELECT Email,NumberOfEmployees FROM Lead ORDER BY LastName"
563,"SELECT Description,OwnerId FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
564,"SELECT Name,Type FROM Opportunity ORDER BY LeadSource"
565,"SELECT LastName,Email FROM Lead ORDER BY FirstName DESC"
566,SELECT City FROM User GROUP BY Country
567,"SELECT BillingState,BillingStreet FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
568,"SELECT Phone,Description FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
569,"SELECT Status,SerialNumber FROM Asset GROUP BY AssetLevel"
570,"SELECT Industry,AnnualRevenue FROM Account ORDER BY AnnualRevenue NULLS LAST"
571,SELECT Description FROM Document
572,"SELECT BillingPostalCode,AccountNumber FROM Account ORDER BY Name DESC"
573,"SELECT Name,AccountId FROM Asset ORDER BY Name NULLS LAST"
574,"SELECT Username,EmployeeNumber FROM User GROUP BY JobFamily__c"
575,"SELECT OwnerId,EndDate FROM Order ORDER BY GrandTotalAmount NULLS LAST"
576,"SELECT Id,Description FROM Case ORDER BY ClosedDate"
577,"SELECT Username,EmployeeNumber FROM User"
578,"SELECT FirstName,Rating FROM Lead ORDER BY Rating DESC NULLS LAST"
579,"SELECT Id,ContactPhone FROM Case"
580,"SELECT AboutMe,Division FROM User ORDER BY FirstName NULLS LAST"
581,"SELECT BillingCountry,BillingCity FROM Order ORDER BY OrderedDate DESC"
582,"SELECT Department,AccountId FROM Contact ORDER BY LeadSource"
583,"SELECT OwnerId,GrandTotalAmount FROM Order GROUP BY BillingCountry"
584,"SELECT Name,BillingStreet FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
585,"SELECT Industry,AccountNumber FROM Account ORDER BY NumberOfEmployees DESC"
586,"SELECT Email,Rating FROM Lead ORDER BY AnnualRevenue"
587,"SELECT IsPersonAccount,Ownership FROM Account ORDER BY NumberOfEmployees NULLS LAST"
588,"SELECT Department,Email FROM Contact ORDER BY Name DESC"
589,SELECT count(id) FROM Asset GROUP BY AssetLevel
590,"SELECT Price,SerialNumber FROM Asset"
591,"SELECT LastName,FirstName FROM Contact ORDER BY LeadSource DESC"
592,"SELECT BillingCity,Type FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
593,"SELECT Ownership,Name FROM Account GROUP BY BillingCity"
594,"SELECT Status,AccountId FROM Asset ORDER BY Name DESC"
595,"SELECT NumberOfEmployees,Ownership FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
596,"SELECT Description,ContactId FROM Asset ORDER BY SerialNumber DESC"
597,"SELECT MobilePhone,Country FROM Lead ORDER BY FirstName DESC"
598,"SELECT MiddleName,State FROM Lead ORDER BY LeadSource DESC NULLS LAST"
599,"SELECT NextStep,OwnerId FROM Opportunity ORDER BY Amount"
600,"SELECT JobFamily__c,Division FROM User ORDER BY Name DESC"
601,"SELECT Type,NumberOfEmployees FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
602,"SELECT Type,NumberOfEmployees FROM Account ORDER BY Name DESC"
603,"SELECT IsPersonAccount,Industry FROM Account ORDER BY Name NULLS LAST"
604,"SELECT ShippingState,Description FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
605,"SELECT OrderedDate,Name FROM Order ORDER BY OrderedDate DESC NULLS LAST"
606,SELECT Comments FROM Case GROUP BY Status
607,"SELECT Origin,ContactId,Origin FROM Case"
608,"SELECT Website,Name FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
609,"SELECT AccountId,TotalAmount FROM Order ORDER BY OrderedDate NULLS LAST"
610,"SELECT IsPersonAccount,BillingPostalCode FROM Account ORDER BY Name DESC"
611,"SELECT Name,Phone FROM Contact ORDER BY LeadSource NULLS LAST"
612,"SELECT LeadSource,Id FROM Lead GROUP BY State"
613,"SELECT SerialNumber,Status FROM Asset"
614,"SELECT LastName,LeadSource FROM Contact ORDER BY LeadSource NULLS LAST"
615,"SELECT Name,LeadSource FROM Contact ORDER BY LastName DESC"
616,"SELECT Department,Phone FROM Contact ORDER BY FirstName DESC NULLS LAST"
617,"SELECT Status,AccountId FROM Asset ORDER BY Quantity"
618,"SELECT Type,LeadSource FROM Opportunity ORDER BY Amount NULLS LAST"
619,SELECT LeadSource FROM Contact GROUP BY Department
620,"SELECT Id,Name FROM Lead ORDER BY Name"
621,"SELECT Description,Price FROM Asset ORDER BY Name NULLS LAST"
622,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
623,"SELECT TotalAmount,Status FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
624,"SELECT BillingPhoneNumber,ShippingCountry FROM Order GROUP BY BillingState"
625,"SELECT Id,BillingCountry FROM Order ORDER BY OrderedDate DESC"
626,"SELECT SerialNumber,Price,SerialNumber FROM Asset"
627,"SELECT MobilePhone,State FROM Lead ORDER BY FirstName DESC NULLS LAST"
628,"SELECT Id,Description FROM Contact ORDER BY FirstName DESC"
629,"SELECT Probability,AccountId FROM Opportunity ORDER BY Name DESC"
630,"SELECT State,JobFamily__c FROM User GROUP BY JobProfile__c"
631,"SELECT Id,Name FROM Lead ORDER BY AnnualRevenue NULLS LAST"
632,"SELECT Name,MiddleName FROM Lead ORDER BY FirstName NULLS LAST"
633,"SELECT LeadSource,Id FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
634,"SELECT State,Rating FROM Lead ORDER BY Name"
635,"SELECT AccountId,Id FROM Asset ORDER BY SerialNumber NULLS LAST"
636,"SELECT ContactId,Description FROM Case ORDER BY ClosedDate NULLS LAST"
637,"SELECT LastName,Status FROM Lead GROUP BY Country"
638,"SELECT Type,OwnerId FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
639,"SELECT Email,Region__c FROM User ORDER BY FirstName DESC NULLS LAST"
640,"SELECT State,UserType FROM User ORDER BY FirstName DESC"
641,SELECT Quantity FROM Asset
642,"SELECT IsConverted,Id FROM Lead ORDER BY Name DESC NULLS LAST"
643,"SELECT CompanyName,Region__c FROM User GROUP BY Division"
644,"SELECT Id,Status FROM Asset ORDER BY Quantity NULLS LAST LIMIT 1"
645,"SELECT ShippingCountry,Name FROM Order ORDER BY OrderedDate NULLS LAST"
646,"SELECT Description,Status FROM Case GROUP BY Status"
647,"SELECT ContactId,HasOpenActivity FROM Opportunity"
648,SELECT Status FROM Asset
649,"SELECT LastName,Rating FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
650,"SELECT Username,EmployeeNumber FROM User ORDER BY Name"
651,"SELECT Department,Email FROM Contact GROUP BY Department"
652,"SELECT Author.Name,DeveloperName FROM Document ORDER BY Name"
653,"SELECT LastName,Id FROM Lead GROUP BY Rating"
654,"SELECT ShippingCity,EndDate FROM Order ORDER BY OrderedDate DESC NULLS LAST"
655,"SELECT Id,OwnerId FROM Opportunity ORDER BY LeadSource NULLS LAST"
656,"SELECT Ownership,Name FROM Account ORDER BY Name DESC"
657,"SELECT FirstName,Company FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
658,SELECT Amount FROM Opportunity GROUP BY Type
659,"SELECT MiddleName,LastName FROM Lead ORDER BY Rating DESC NULLS LAST"
660,"SELECT Name,SerialNumber FROM Asset ORDER BY Quantity DESC NULLS LAST"
661,"SELECT MiddleName,LastName FROM Lead GROUP BY Rating"
662,"SELECT AccountId,AboutMe FROM User ORDER BY FirstName NULLS LAST"
663,SELECT Name FROM Lead GROUP BY Status
664,"SELECT AccountId,Id FROM Opportunity ORDER BY LeadSource"
665,"SELECT LastName,MiddleName FROM Lead"
666,"SELECT IsPersonAccount,Id FROM Contact ORDER BY Department DESC NULLS LAST"
667,"SELECT OwnerId,IsClosed FROM Case ORDER BY ClosedDate DESC"
