,SOQL Query
377,"SELECT SerialNumber,Description FROM Asset"
378,"SELECT MobilePhone,Country FROM Lead GROUP BY IsConverted"
379,"SELECT OwnerId,Name FROM Opportunity GROUP BY Type"
380,"SELECT BillingCountry,AccountId FROM Order GROUP BY Type"
381,"SELECT Description,Name FROM Account ORDER BY Name"
382,"SELECT IsActive,JobFamily__c FROM User GROUP BY State"
383,"SELECT Keywords,Description FROM Document"
384,SELECT Origin FROM Case GROUP BY Type
385,"SELECT FirstName,MobilePhone FROM Lead ORDER BY LastName"
386,"SELECT BillingCountry,AccountNumber FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
387,"SELECT State,Business_Unit__c,State FROM User"
388,"SELECT Type,BillingPostalCode FROM Account ORDER BY AnnualRevenue"
389,"SELECT BillingCity,Type FROM Order ORDER BY Name DESC"
390,"SELECT TotalAmount,ShippingCountry FROM Order ORDER BY Name DESC"
391,"SELECT UserType,CompanyName FROM User GROUP BY Department"
392,"SELECT ContactId,Status FROM Asset ORDER BY SerialNumber DESC"
393,"SELECT JobProfile__c,CompanyName FROM User GROUP BY Business_Unit__c"
394,SELECT Rating FROM Lead GROUP BY State
395,"SELECT IsPublic,Name FROM Document"
396,"SELECT MiddleName,JobFamily__c FROM User GROUP BY Division"
397,"SELECT MiddleName,Email FROM Contact ORDER BY LeadSource"
398,"SELECT ShippingState,ShippingState FROM Order ORDER BY Name DESC"
399,"SELECT IsPersonAccount,Email FROM Contact ORDER BY Department NULLS LAST"
400,"SELECT OwnerId,ShippingCountry FROM Order"
401,"SELECT Id,Type FROM Case GROUP BY Type"
402,"SELECT OwnerId,GrandTotalAmount FROM Order ORDER BY GrandTotalAmount NULLS LAST"
403,"SELECT AssetLevel,Description FROM Asset ORDER BY SerialNumber"
404,"SELECT TotalAmount,AccountId FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
405,"SELECT Price,Name FROM Asset GROUP BY Status"
406,SELECT Type FROM Document GROUP BY Type
407,"SELECT FirstName,EmployeeNumber FROM User GROUP BY State"
408,"SELECT AssetLevel,Description FROM Asset ORDER BY Name DESC NULLS LAST"
409,"SELECT Id,State FROM Lead ORDER BY AnnualRevenue NULLS LAST"
410,"SELECT Id,Id,Id FROM User"
411,"SELECT IsClosed,FiscalYear FROM Opportunity ORDER BY Name NULLS LAST"
412,"SELECT Id,OwnerId FROM Case ORDER BY ClosedDate DESC"
413,"SELECT LeadSource,Description,LeadSource FROM Opportunity"
414,"SELECT AccountId,AccountId FROM Order ORDER BY Name NULLS LAST"
415,"SELECT Ownership,Website FROM Account ORDER BY Name"
416,"SELECT ContactId,Description FROM Asset ORDER BY Name DESC NULLS LAST"
417,SELECT AnnualRevenue FROM Account GROUP BY BillingCity
418,"SELECT AccountNumber,BillingCity FROM Account GROUP BY Type"
419,"SELECT StageName,FiscalYear FROM Opportunity ORDER BY Probability DESC NULLS LAST"
420,"SELECT FirstName,EmployeeNumber FROM User ORDER BY Department"
421,"SELECT ShippingState,ShippingState FROM Order ORDER BY TotalAmount"
422,SELECT AnnualRevenue FROM Lead GROUP BY Rating
423,"SELECT OwnerId,ShippingState FROM Order ORDER BY OrderedDate"
424,"SELECT Name,Description FROM Asset ORDER BY Price NULLS LAST"
425,"SELECT IsClosed,ContactId FROM Opportunity ORDER BY Amount DESC NULLS LAST"
426,"SELECT JobProfile__c,IsActive FROM User ORDER BY LastName DESC NULLS LAST"
427,"SELECT Type,LeadSource FROM Opportunity ORDER BY Amount DESC NULLS LAST"
428,"SELECT Comments,OwnerId FROM Case GROUP BY Type"
429,"SELECT Id,Phone FROM Lead ORDER BY Rating DESC"
430,"SELECT SerialNumber,Description FROM Asset ORDER BY SerialNumber"
431,"SELECT Id,LeadSource FROM Opportunity ORDER BY Probability DESC"
432,"SELECT Keywords,Description FROM Document ORDER BY Name DESC"
433,"SELECT Description,AssetLevel FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
434,"SELECT BillingCountry,AccountId FROM Order ORDER BY Name DESC"
435,"SELECT Rating,State FROM Lead ORDER BY Name DESC"
436,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
437,"SELECT Url,Keywords FROM Document ORDER BY Name NULLS LAST"
438,"SELECT Phone,Description FROM Lead ORDER BY Name DESC NULLS LAST"
439,"SELECT OwnerId,Name FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
440,"SELECT NumberOfEmployees,BillingCountry FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
441,"SELECT OwnerId,GrandTotalAmount FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
442,"SELECT State,MobilePhone FROM Lead ORDER BY NumberOfEmployees"
443,"SELECT Id,AnnualRevenue FROM Lead ORDER BY Name DESC"
444,SELECT Rating FROM Lead GROUP BY Rating
445,"SELECT Price,Quantity FROM Asset ORDER BY Quantity DESC NULLS LAST"
446,"SELECT Company,LastName FROM Lead ORDER BY FirstName"
447,"SELECT HasOpenActivity,HasOpenActivity FROM Opportunity ORDER BY Amount DESC NULLS LAST"
448,"SELECT Description,Description FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
449,"SELECT Id,DeveloperName FROM Document ORDER BY Name DESC NULLS LAST"
450,"SELECT MiddleName,Phone FROM Lead ORDER BY NumberOfEmployees DESC"
451,"SELECT BillingPhoneNumber,ShippingCountry FROM Order"
452,"SELECT Title,JobProfile__c FROM User GROUP BY City"
453,"SELECT Description,Description FROM Asset ORDER BY Name"
454,"SELECT Quantity,ContactId FROM Asset ORDER BY Quantity DESC NULLS LAST"
455,"SELECT Email,Company FROM Lead ORDER BY Rating DESC"
456,"SELECT Id,Name FROM Lead ORDER BY NumberOfEmployees DESC"
457,"SELECT Email,Company FROM Lead ORDER BY LastName DESC"
458,"SELECT Amount,ContactId FROM Opportunity ORDER BY Amount NULLS LAST"
459,"SELECT Id,Amount,Id FROM Opportunity"
460,"SELECT Description,Description FROM Asset GROUP BY AssetLevel"
461,"SELECT OwnerId,ShippingState FROM Order ORDER BY TotalAmount"
462,"SELECT org62_Chatter_Link__c,CompanyName FROM User ORDER BY Name"
463,"SELECT SerialNumber,SerialNumber FROM Asset ORDER BY Price DESC NULLS LAST"
464,"SELECT Quantity,AssetLevel FROM Asset"
465,"SELECT AccountId,TotalAmount FROM Order ORDER BY TotalAmount"
466,"SELECT Description,Department FROM Contact ORDER BY Department DESC NULLS LAST"
467,"SELECT ContactPhone,ClosedDate FROM Case ORDER BY ClosedDate DESC NULLS LAST"
468,"SELECT MiddleName,IsConverted FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
469,"SELECT Id,Phone FROM Lead GROUP BY City"
470,"SELECT EmployeeNumber,AccountId FROM User ORDER BY Department"
471,"SELECT OwnerId,FiscalQuarter FROM Opportunity ORDER BY Name DESC NULLS LAST"
472,"SELECT AccountNumber,IsPersonAccount FROM Account GROUP BY BillingCity"
473,"SELECT BillingCountry,AnnualRevenue FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
474,"SELECT Id,Type FROM Opportunity ORDER BY Name DESC"
475,"SELECT Description,OwnerId FROM Order ORDER BY Name DESC"
476,"SELECT Price,Id FROM Asset GROUP BY AssetLevel"
477,"SELECT Id,Type FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
478,"SELECT IsClosed,FiscalQuarter FROM Opportunity ORDER BY LeadSource"
479,"SELECT LastName,LeadSource FROM Contact"
480,"SELECT BillingStreet,BillingCity FROM Account ORDER BY AnnualRevenue DESC"
481,"SELECT Email,City FROM User GROUP BY Country"
482,"SELECT MiddleName,IsConverted FROM Lead ORDER BY AnnualRevenue"
483,"SELECT LastName,Email FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
484,"SELECT Phone,BillingPostalCode FROM Account GROUP BY BillingCity"
485,"SELECT Description,OwnerId FROM Order ORDER BY GrandTotalAmount DESC"
486,"SELECT Division,MiddleName FROM User ORDER BY LastName"
487,"SELECT BillingPhoneNumber,ShippingCountry FROM Order ORDER BY Name"
488,"SELECT AccountId,ContactId,AccountId FROM Asset"
489,"SELECT FirstName,org62_Chatter_Link__c FROM User ORDER BY Department DESC NULLS LAST"
490,"SELECT Origin,Comments FROM Case ORDER BY ClosedDate DESC"
491,"SELECT Rating,NumberOfEmployees FROM Lead ORDER BY NumberOfEmployees DESC"
492,"SELECT Body,Author.Name FROM Document"
493,"SELECT AccountNumber,BillingPostalCode FROM Account GROUP BY BillingCity"
494,"SELECT State,IsConverted FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
495,"SELECT Rating,Status FROM Lead ORDER BY Rating NULLS LAST"
496,"SELECT Author.Name,Description FROM Document ORDER BY Name NULLS LAST"
497,"SELECT Description,LastName FROM Contact ORDER BY Department DESC"
498,"SELECT AccountId,TotalAmount FROM Order ORDER BY Name DESC NULLS LAST"
499,"SELECT ContactId,FiscalYear FROM Opportunity ORDER BY Amount NULLS LAST"
500,"SELECT EmployeeNumber,FirstName FROM User GROUP BY Division"
501,"SELECT BillingCountry,AccountId FROM Order ORDER BY GrandTotalAmount NULLS LAST"
502,"SELECT AnnualRevenue,Website FROM Account ORDER BY NumberOfEmployees NULLS LAST"
503,"SELECT AccountId,Status FROM Asset GROUP BY AssetLevel"
504,"SELECT Description,Status FROM Asset ORDER BY Name DESC NULLS LAST"
505,SELECT AccountId FROM User GROUP BY Country
506,"SELECT OwnerId,FiscalQuarter FROM Opportunity ORDER BY Amount NULLS LAST"
507,"SELECT Quantity,Name FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
508,"SELECT Email,Department FROM Contact ORDER BY LeadSource DESC"
509,"SELECT Status,SerialNumber FROM Asset ORDER BY Name DESC NULLS LAST"
510,"SELECT OrderedDate,Id FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
511,"SELECT OrderedDate,Id FROM Order GROUP BY BillingCountry"
512,"SELECT Description,Status FROM Case ORDER BY ClosedDate DESC NULLS LAST"
513,"SELECT AccountId,LastName FROM Contact ORDER BY Department NULLS LAST"
514,"SELECT EndDate,Description FROM Order GROUP BY BillingState"
515,"SELECT AccountId,OrderedDate FROM Order"
516,"SELECT MiddleName,Description FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
517,"SELECT MiddleName,Description FROM Lead ORDER BY Name DESC NULLS LAST"
518,"SELECT NextStep,OwnerId FROM Opportunity ORDER BY Amount NULLS LAST"
519,"SELECT MobilePhone,Country FROM Lead ORDER BY Name"
520,"SELECT EmployeeNumber,AccountId FROM User GROUP BY Business_Unit__c"
521,"SELECT Rating,NumberOfEmployees FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
522,"SELECT BillingCountry,AnnualRevenue FROM Account"
523,"SELECT Department,Phone FROM Contact ORDER BY LeadSource DESC"
524,"SELECT Id,Company FROM Lead GROUP BY Rating"
525,"SELECT GrandTotalAmount,ShippingCountry FROM Order ORDER BY Name"
526,SELECT Country FROM User GROUP BY JobFamily__c
527,"SELECT GrandTotalAmount,ShippingCountry FROM Order ORDER BY Name DESC NULLS LAST"
528,"SELECT BillingStreet,BillingCity FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
529,"SELECT Amount,ContactId FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
530,"SELECT Name,BillingCity FROM Account ORDER BY NumberOfEmployees"
531,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY FirstName DESC"
532,"SELECT Company,Name FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
533,"SELECT Id,MiddleName FROM Contact ORDER BY Name DESC NULLS LAST"
534,SELECT Id FROM User GROUP BY State
535,"SELECT State,IsConverted FROM Lead GROUP BY Country"
536,"SELECT Quantity,AccountId FROM Asset ORDER BY Quantity DESC"
537,"SELECT AccountId,City FROM User ORDER BY LastName NULLS LAST"
538,"SELECT Country,NumberOfEmployees,Country FROM Lead"
539,"SELECT BillingState,AccountId FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
540,"SELECT HasOpenActivity,Probability FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
541,"SELECT Id,Company FROM Lead ORDER BY Name DESC"
542,"SELECT AccountId,Quantity FROM Asset ORDER BY Price"
543,"SELECT BillingStreet,BillingStreet FROM Account ORDER BY NumberOfEmployees"
544,"SELECT AccountNumber,NumberOfEmployees FROM Account ORDER BY AnnualRevenue DESC"
545,"SELECT TotalAmount,AccountId FROM Order GROUP BY Status"
546,"SELECT Status,Price,Status FROM Asset"
547,"SELECT ShippingCity,EndDate FROM Order GROUP BY BillingCountry"
548,"SELECT ShippingState,Description FROM Order ORDER BY OrderedDate"
549,"SELECT Name,TotalAmount FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
550,"SELECT Name,FiscalYear,Name FROM Opportunity"
551,"SELECT LastName,Email FROM Lead GROUP BY Country"
552,"SELECT Region__c,Business_Unit__c FROM User GROUP BY Division"
553,"SELECT IsPersonAccount,LastName FROM Contact"
554,"SELECT Description,DeveloperName FROM Document ORDER BY Name"
555,"SELECT LastName,Name FROM Contact ORDER BY Department DESC"
556,"SELECT Ownership,Phone FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
557,"SELECT Price,Name FROM Asset"
558,SELECT Division FROM User
559,"SELECT AboutMe,ManagerId FROM User ORDER BY Name"
560,"SELECT IsPersonAccount,Ownership FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
561,"SELECT Type,Ownership FROM Account GROUP BY Type"
562,"SELECT OwnerId,ClosedDate FROM Case GROUP BY Status"
563,"SELECT AccountId,Name FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
564,"SELECT Description,ContactId FROM Asset ORDER BY Quantity NULLS LAST LIMIT 1"
565,"SELECT State,MobilePhone FROM Lead ORDER BY FirstName DESC NULLS LAST"
566,"SELECT BillingPostalCode,Ownership FROM Account ORDER BY NumberOfEmployees NULLS LAST"
567,SELECT ClosedDate FROM Case
568,"SELECT ContactEmail,Status FROM Case GROUP BY Status"
569,"SELECT OwnerId,ClosedDate FROM Case ORDER BY ClosedDate NULLS LAST"
570,"SELECT GrandTotalAmount,Status FROM Order ORDER BY OrderedDate"
571,SELECT IsClosed FROM Case
572,"SELECT ContentType,Id FROM Document ORDER BY Name NULLS LAST"
573,"SELECT Id,Company FROM Lead ORDER BY LeadSource"
574,"SELECT Id,Id FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
575,"SELECT Department,LastName FROM User GROUP BY Country"
576,"SELECT Description,ContactId FROM Asset ORDER BY Name"
577,"SELECT Business_Unit__c,Country FROM User GROUP BY City"
578,"SELECT Status,ContactId FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
579,"SELECT BillingCountry,AccountId FROM Order ORDER BY GrandTotalAmount"
580,"SELECT Description,OwnerId FROM Order ORDER BY TotalAmount DESC"
581,"SELECT Name,LastName FROM Contact ORDER BY Department NULLS LAST"
582,"SELECT AccountId,Price FROM Asset ORDER BY Quantity DESC"
583,"SELECT Type,NextStep FROM Opportunity ORDER BY Name DESC"
584,"SELECT Country,MiddleName FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
585,"SELECT Description,Status FROM Asset ORDER BY Price"
586,"SELECT ShippingCity,EndDate FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
587,"SELECT Id,Amount FROM Opportunity GROUP BY Type"
588,"SELECT Ownership,AnnualRevenue FROM Account ORDER BY Name DESC NULLS LAST"
589,"SELECT Department,Phone FROM Contact ORDER BY Name DESC"
590,"SELECT BillingCountry,AccountId FROM Order GROUP BY BillingCity"
591,"SELECT Name,AnnualRevenue FROM Lead ORDER BY AnnualRevenue"
592,"SELECT LastName,Rating FROM Lead ORDER BY LastName DESC"
593,"SELECT Country,MiddleName FROM Lead ORDER BY LastName DESC"
594,"SELECT JobProfile__c,CompanyName FROM User ORDER BY FirstName"
595,"SELECT JobProfile__c,IsActive FROM User ORDER BY Department DESC"
596,"SELECT LeadSource,FirstName FROM Contact ORDER BY FirstName NULLS LAST"
597,SELECT IsPublic FROM Document GROUP BY Type
598,"SELECT BillingCity,BillingCity FROM Order GROUP BY BillingCity"
599,"SELECT HasOpenActivity,StageName FROM Opportunity ORDER BY Amount DESC NULLS LAST"
600,"SELECT FirstName,Rating FROM Lead ORDER BY Rating NULLS LAST"
601,"SELECT Id,Name FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
602,"SELECT Origin,Type FROM Case"
603,"SELECT UserType,CompanyName FROM User ORDER BY Department DESC NULLS LAST"
604,"SELECT Description,MobilePhone FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
605,"SELECT BillingCity,Status,BillingCity FROM Order"
606,"SELECT OrderedDate,Id FROM Order GROUP BY BillingState"
607,"SELECT Company,Status FROM Lead GROUP BY IsConverted"
608,"SELECT AccountNumber,BillingCity FROM Account ORDER BY Name NULLS LAST"
609,"SELECT Company,Id FROM Lead"
610,"SELECT Id,AnnualRevenue FROM Lead ORDER BY NumberOfEmployees DESC"
611,"SELECT Reason,Id,Reason FROM Case"
612,"SELECT Business_Unit__c,Email FROM User GROUP BY Country"
613,"SELECT AboutMe,UserRoleId FROM User ORDER BY LastName NULLS LAST"
614,"SELECT BillingPostalCode,Ownership FROM Account GROUP BY Type"
615,"SELECT AccountId,Department FROM Contact ORDER BY FirstName DESC"
616,"SELECT GrandTotalAmount,Status FROM Order ORDER BY Name DESC NULLS LAST"
617,"SELECT NumberOfEmployees,Phone FROM Lead ORDER BY Name DESC NULLS LAST"
618,"SELECT Email,MiddleName FROM Lead GROUP BY City"
619,"SELECT Id,IsPersonAccount FROM Contact ORDER BY LastName"
620,"SELECT OwnerId,GrandTotalAmount FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
621,"SELECT CaseNumber,CaseNumber FROM Case ORDER BY ClosedDate NULLS LAST"
622,"SELECT MobilePhone,Email FROM Lead GROUP BY Country"
623,"SELECT MobilePhone,Email FROM Lead ORDER BY AnnualRevenue"
624,"SELECT Company,Id FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
625,"SELECT BillingCountry,IsPersonAccount FROM Account ORDER BY AnnualRevenue"
626,"SELECT Website,AnnualRevenue FROM Account GROUP BY BillingCity"
627,"SELECT Name,Name FROM Contact GROUP BY Department"
628,"SELECT Name,Id FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
629,"SELECT BillingPostalCode,Ownership FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
630,"SELECT AccountId,AccountId FROM User ORDER BY LastName DESC"
631,"SELECT EmployeeNumber,FirstName FROM User ORDER BY LastName"
632,"SELECT Description,LastName FROM Contact ORDER BY LastName DESC NULLS LAST"
633,"SELECT Description,HasOpenActivity FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
634,"SELECT Price,Id FROM Asset ORDER BY Name DESC NULLS LAST"
635,"SELECT LeadSource,Department FROM Contact ORDER BY LeadSource DESC NULLS LAST"
636,"SELECT Description,Id FROM Asset ORDER BY Price DESC NULLS LAST"
637,"SELECT BillingStreet,Website FROM Account ORDER BY Name DESC"
638,"SELECT Website,Id,Website FROM Account"
639,"SELECT GrandTotalAmount,BillingState FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
640,"SELECT IsActive,State FROM User ORDER BY Name DESC"
641,"SELECT Quantity,ContactId FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
642,"SELECT State,MobilePhone FROM Lead ORDER BY Rating DESC NULLS LAST"
643,"SELECT MiddleName,Description FROM Lead ORDER BY AnnualRevenue DESC"
644,"SELECT OwnerId,Id FROM Order GROUP BY BillingCountry"
645,"SELECT BillingCountry,AccountNumber FROM Account ORDER BY NumberOfEmployees DESC"
646,"SELECT FirstName,Name FROM Contact ORDER BY Name NULLS LAST"
647,"SELECT AnnualRevenue,IsPersonAccount FROM Account ORDER BY AnnualRevenue NULLS LAST"
648,"SELECT Company,MobilePhone FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
649,"SELECT Rating,FirstName FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
650,"SELECT Type,NextStep FROM Opportunity ORDER BY Probability NULLS LAST"
651,"SELECT IsConverted,LastName FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
652,"SELECT LastName,Rating FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
653,"SELECT MiddleName,Email FROM Contact ORDER BY LeadSource DESC"
654,"SELECT Price,Name FROM Asset ORDER BY Price NULLS LAST"
655,"SELECT UserRoleId,Department FROM User GROUP BY Business_Unit__c"
656,"SELECT ContactId,ContactId FROM Opportunity ORDER BY Name DESC"
657,"SELECT BillingCity,Description FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
658,"SELECT NumberOfEmployees,Phone FROM Lead GROUP BY Country"
659,"SELECT BillingCountry,AccountId FROM Order ORDER BY Name"
